lost_pet_type,lost_breed,lost_color,lost_location,lost_date,found_pet_type,found_breed,found_color,found_location,found_date,match,lost_pet_type_encoded,lost_breed_encoded,lost_color_encoded,lost_location_encoded,found_pet_type_encoded,found_breed_encoded,found_color_encoded,found_location_encoded,date_diff
Cat,Russian Blue,Brown,Staten Island,2025-12-14,Dog,Bulldog,Gray,Times Square,2025-12-20,0,1,21,1,6,2,5,3,7,6
Dog,Beagle,Spotted,Riverside Park,2025-12-30,Dog,Beagle,Spotted,Riverside Park,2025-12-30,1,2,1,6,5,2,1,6,5,0
Dog,Golden Retriever,Spotted,Manhattan,2025-12-10,Dog,Yorkshire Terrier,Brown,Staten Island,2025-12-20,0,2,11,6,3,2,23,1,6,10
Cat,Maine Coon,Striped,Bronx Zoo,2025-12-07,Cat,Maine Coon,Striped,Bronx Zoo,2025-12-07,1,1,15,7,0,1,15,7,0,0
Dog,German Shepherd,White,Times Square,2025-12-10,Cat,Bengal,Golden,Bronx Zoo,2025-12-13,0,2,10,8,7,1,2,2,0,3
Cat,Russian Blue,Black,Staten Island,2025-12-05,Cat,Russian Blue,Black,Bronx Zoo,2025-12-09,1,1,21,0,6,1,21,0,0,4
Bird,Cockatiel,Brown,Manhattan,2025-12-15,Dog,Bulldog,Gray,Brooklyn Bridge,2025-12-25,0,0,7,1,3,2,5,3,1,10
Cat,Maine Coon,Brown,Staten Island,2025-12-07,Cat,Maine Coon,Brown,Staten Island,2025-12-11,1,1,15,1,6,1,15,1,6,4
Bird,Cockatiel,White,Times Square,2025-12-09,Bird,Cockatiel,White,Times Square,2025-12-10,1,0,7,8,7,0,7,8,7,1
Cat,Siamese,Golden,Brooklyn Bridge,2025-12-18,Cat,Siamese,Golden,Brooklyn Bridge,2025-12-23,1,1,22,2,1,1,22,2,1,5
Cat,British Shorthair,Striped,Times Square,2025-12-07,Bird,Parrot,Brown,Staten Island,2025-12-13,0,1,3,7,7,0,16,1,6,6
Dog,Yorkshire Terrier,Spotted,Staten Island,2025-12-22,Dog,Rottweiler,White,Times Square,2026-01-01,0,2,23,6,6,2,20,8,7,10
Cat,Siamese,White,Central Park,2025-12-31,Dog,Yorkshire Terrier,Black,Brooklyn Bridge,2026-01-02,0,1,22,8,2,2,23,0,1,2
Dog,Rottweiler,Black,Staten Island,2025-12-19,Dog,Rottweiler,Black,Staten Island,2025-12-19,1,2,20,0,6,2,20,0,6,0
Dog,German Shepherd,Gray,Central Park,2025-12-19,Dog,German Shepherd,Gray,Central Park,2025-12-21,1,2,10,3,2,2,10,3,2,2
Bird,Conure,Spotted,Riverside Park,2025-12-03,Bird,Conure,Spotted,Riverside Park,2025-12-03,1,0,8,6,5,0,8,6,5,0
Bird,Canary,White,Brooklyn Bridge,2025-12-04,Dog,Beagle,White,Brooklyn Bridge,2025-12-11,0,0,6,8,1,2,1,8,1,7
Bird,Finch,Brown,Manhattan,2025-12-09,Cat,Russian Blue,Orange,Staten Island,2025-12-12,0,0,9,1,3,1,21,5,6,3
Bird,Parrot,Striped,Staten Island,2025-12-03,Bird,Parrot,Striped,Staten Island,2025-12-12,1,0,16,7,6,0,16,7,6,9
Cat,Abyssinian,Brown,Riverside Park,2025-12-12,Cat,Ragdoll,Striped,Central Park,2025-12-15,0,1,0,1,5,1,19,7,2,3
Cat,Abyssinian,Black,Brooklyn Bridge,2025-12-18,Cat,Russian Blue,Spotted,Times Square,2025-12-22,0,1,0,0,1,1,21,6,7,4
Dog,Bulldog,Striped,Manhattan,2025-12-05,Dog,Poodle,Striped,Central Park,2025-12-06,0,2,5,7,3,2,18,7,2,1
Dog,Poodle,Orange,Manhattan,2025-12-23,Dog,Poodle,Orange,Brooklyn Bridge,2025-12-29,1,2,18,5,3,2,18,5,1,6
Cat,Persian,Brown,Manhattan,2025-12-08,Cat,Persian,Brown,Manhattan,2025-12-18,1,1,17,1,3,1,17,1,3,10
Bird,Finch,White,Brooklyn Bridge,2025-12-22,Cat,Siamese,Golden,Brooklyn Bridge,2025-12-30,0,0,9,8,1,1,22,2,1,8
Cat,Ragdoll,Orange,Central Park,2025-12-06,Cat,Siamese,Striped,Brooklyn Bridge,2025-12-13,0,1,19,5,2,1,22,7,1,7
Dog,Rottweiler,White,Staten Island,2025-12-12,Cat,Siamese,Spotted,Times Square,2025-12-19,0,2,20,8,6,1,22,6,7,7
Dog,German Shepherd,Golden,Bronx Zoo,2025-12-25,Dog,German Shepherd,Golden,Bronx Zoo,2026-01-04,1,2,10,2,0,2,10,2,0,10
Bird,Canary,Striped,Staten Island,2025-12-05,Bird,Parrot,Striped,Staten Island,2025-12-14,1,0,6,7,6,0,16,7,6,9
Dog,Labrador,Striped,Times Square,2025-12-21,Cat,Maine Coon,Mixed,Riverside Park,2025-12-22,0,2,12,7,7,1,15,4,5,1
Dog,Poodle,Spotted,Brooklyn Bridge,2025-12-25,Dog,Beagle,Spotted,Brooklyn Bridge,2025-12-30,1,2,18,6,1,2,1,6,1,5
Cat,Ragdoll,Mixed,Queens Plaza,2025-12-31,Cat,Ragdoll,Black,Queens Plaza,2026-01-03,1,1,19,4,4,1,19,0,4,3
Bird,Cockatiel,Orange,Riverside Park,2025-12-22,Bird,Cockatiel,Orange,Riverside Park,2025-12-24,1,0,7,5,5,0,7,5,5,2
Dog,Yorkshire Terrier,Gray,Bronx Zoo,2025-12-31,Bird,Lovebird,Golden,Central Park,2025-12-31,0,2,23,3,0,0,13,2,2,0
Dog,Beagle,Striped,Times Square,2025-12-06,Bird,Parrot,Gray,Riverside Park,2025-12-15,0,2,1,7,7,0,16,3,5,9
Bird,Macaw,Spotted,Staten Island,2025-12-07,Bird,Finch,Orange,Queens Plaza,2025-12-11,0,0,14,6,6,0,9,5,4,4
Bird,Parrot,White,Central Park,2025-12-13,Dog,Labrador,Striped,Staten Island,2025-12-16,0,0,16,8,2,2,12,7,6,3
Dog,Yorkshire Terrier,Striped,Brooklyn Bridge,2025-12-23,Bird,Canary,Black,Staten Island,2026-01-02,0,2,23,7,1,0,6,0,6,10
Cat,Maine Coon,Brown,Queens Plaza,2025-12-06,Cat,Maine Coon,Brown,Queens Plaza,2025-12-16,1,1,15,1,4,1,15,1,4,10
Dog,Yorkshire Terrier,White,Manhattan,2025-12-22,Bird,Canary,White,Brooklyn Bridge,2025-12-23,0,2,23,8,3,0,6,8,1,1
Dog,Poodle,Mixed,Times Square,2025-12-20,Cat,Siamese,Spotted,Bronx Zoo,2025-12-21,0,2,18,4,7,1,22,6,0,1
Cat,Abyssinian,Spotted,Brooklyn Bridge,2025-12-05,Bird,Budgie,Striped,Brooklyn Bridge,2025-12-10,0,1,0,6,1,0,4,7,1,5
Bird,Parrot,Mixed,Staten Island,2025-12-17,Dog,Labrador,Striped,Brooklyn Bridge,2025-12-24,0,0,16,4,6,2,12,7,1,7
Dog,Yorkshire Terrier,Brown,Brooklyn Bridge,2025-12-14,Dog,Yorkshire Terrier,Brown,Brooklyn Bridge,2025-12-15,0,2,23,1,1,2,23,1,1,1
Bird,Conure,White,Queens Plaza,2025-12-11,Cat,Maine Coon,Orange,Manhattan,2025-12-21,0,0,8,8,4,1,15,5,3,10
Cat,Abyssinian,Golden,Brooklyn Bridge,2025-12-09,Cat,Abyssinian,Golden,Bronx Zoo,2025-12-10,1,1,0,2,1,1,0,2,0,1
Bird,Cockatiel,Golden,Bronx Zoo,2025-12-20,Bird,Lovebird,Golden,Bronx Zoo,2025-12-23,1,0,7,2,0,0,13,2,0,3
Cat,Russian Blue,Mixed,Queens Plaza,2025-12-27,Dog,Beagle,Black,Bronx Zoo,2025-12-30,0,1,21,4,4,2,1,0,0,3
Cat,Persian,Orange,Manhattan,2025-12-21,Cat,Ragdoll,Brown,Queens Plaza,2025-12-21,0,1,17,5,3,1,19,1,4,0
Cat,Abyssinian,Brown,Brooklyn Bridge,2025-12-07,Cat,Russian Blue,White,Central Park,2025-12-17,0,1,0,1,1,1,21,8,2,10
Cat,Russian Blue,Spotted,Times Square,2025-12-29,Bird,Canary,Spotted,Queens Plaza,2025-12-31,0,1,21,6,7,0,6,6,4,2
Dog,Poodle,Striped,Bronx Zoo,2025-12-25,Cat,Russian Blue,Spotted,Bronx Zoo,2025-12-29,0,2,18,7,0,1,21,6,0,4
Dog,Rottweiler,Mixed,Brooklyn Bridge,2025-12-06,Dog,Poodle,Spotted,Brooklyn Bridge,2025-12-15,0,2,20,4,1,2,18,6,1,9
Cat,Bengal,Golden,Bronx Zoo,2025-12-11,Dog,Golden Retriever,Golden,Bronx Zoo,2025-12-18,0,1,2,2,0,2,11,2,0,7
Bird,Parrot,Black,Central Park,2025-12-18,Bird,Canary,Mixed,Queens Plaza,2025-12-20,0,0,16,0,2,0,6,4,4,2
Dog,Bulldog,Black,Manhattan,2025-12-04,Dog,Poodle,Mixed,Queens Plaza,2025-12-04,0,2,5,0,3,2,18,4,4,0
Cat,British Shorthair,Spotted,Brooklyn Bridge,2025-12-15,Cat,British Shorthair,Spotted,Brooklyn Bridge,2025-12-22,1,1,3,6,1,1,3,6,1,7
Cat,Persian,White,Riverside Park,2025-12-03,Cat,Persian,Spotted,Riverside Park,2025-12-03,1,1,17,8,5,1,17,6,5,0
Dog,German Shepherd,White,Times Square,2025-12-31,Dog,Rottweiler,Black,Times Square,2025-12-31,0,2,10,8,7,2,20,0,7,0
Cat,Abyssinian,Orange,Queens Plaza,2025-12-24,Cat,Siamese,Golden,Manhattan,2025-12-25,0,1,0,5,4,1,22,2,3,1
Dog,Golden Retriever,Black,Brooklyn Bridge,2025-12-26,Bird,Canary,Gray,Manhattan,2026-01-03,0,2,11,0,1,0,6,3,3,8
Bird,Finch,Gray,Staten Island,2025-12-07,Bird,Lovebird,Spotted,Brooklyn Bridge,2025-12-11,0,0,9,3,6,0,13,6,1,4
Dog,Poodle,Brown,Bronx Zoo,2025-12-23,Cat,Maine Coon,Golden,Central Park,2026-01-01,0,2,18,1,0,1,15,2,2,9
Cat,Bengal,Orange,Queens Plaza,2025-12-02,Dog,Poodle,Mixed,Staten Island,2025-12-09,0,1,2,5,4,2,18,4,6,7
Cat,Bengal,Gray,Queens Plaza,2025-12-28,Cat,Maine Coon,Brown,Riverside Park,2026-01-03,0,1,2,3,4,1,15,1,5,6
Bird,Macaw,Spotted,Queens Plaza,2025-12-19,Bird,Macaw,Spotted,Queens Plaza,2025-12-23,1,0,14,6,4,0,14,6,4,4
Bird,Canary,Spotted,Staten Island,2025-12-07,Cat,Maine Coon,Brown,Staten Island,2025-12-16,0,0,6,6,6,1,15,1,6,9
Dog,Beagle,Spotted,Queens Plaza,2025-12-09,Bird,Budgie,Mixed,Times Square,2025-12-09,0,2,1,6,4,0,4,4,7,0
Bird,Macaw,Mixed,Bronx Zoo,2025-12-22,Dog,Poodle,Spotted,Brooklyn Bridge,2025-12-23,0,0,14,4,0,2,18,6,1,1
Bird,Conure,Gray,Central Park,2025-12-15,Bird,Conure,Gray,Central Park,2025-12-21,1,0,8,3,2,0,8,3,2,6
Bird,Finch,Spotted,Bronx Zoo,2025-12-15,Cat,Russian Blue,White,Bronx Zoo,2025-12-16,0,0,9,6,0,1,21,8,0,1
Dog,Poodle,Spotted,Bronx Zoo,2025-12-12,Cat,Russian Blue,Gray,Bronx Zoo,2025-12-18,0,2,18,6,0,1,21,3,0,6
Bird,Cockatiel,White,Manhattan,2025-12-15,Dog,Beagle,Mixed,Staten Island,2025-12-16,0,0,7,8,3,2,1,4,6,1
Dog,Yorkshire Terrier,Gray,Queens Plaza,2025-12-29,Cat,Abyssinian,Mixed,Riverside Park,2025-12-29,0,2,23,3,4,1,0,4,5,0
Cat,Maine Coon,Gray,Brooklyn Bridge,2025-12-27,Dog,Bulldog,Black,Bronx Zoo,2026-01-04,0,1,15,3,1,2,5,0,0,8
Cat,British Shorthair,Mixed,Times Square,2025-12-05,Cat,Bengal,Mixed,Times Square,2025-12-12,1,1,3,4,7,1,2,4,7,7
Bird,Lovebird,Brown,Brooklyn Bridge,2025-12-21,Bird,Lovebird,Brown,Brooklyn Bridge,2025-12-27,1,0,13,1,1,0,13,1,1,6
Cat,Siamese,Orange,Times Square,2025-12-05,Cat,Siamese,Orange,Times Square,2025-12-10,1,1,22,5,7,1,22,5,7,5
Cat,Ragdoll,Brown,Times Square,2025-12-29,Bird,Macaw,White,Brooklyn Bridge,2026-01-02,0,1,19,1,7,0,14,8,1,4
Dog,Rottweiler,Golden,Central Park,2025-12-09,Dog,Golden Retriever,Golden,Central Park,2025-12-19,1,2,20,2,2,2,11,2,2,10
Bird,Finch,Gray,Central Park,2025-12-16,Cat,Russian Blue,White,Bronx Zoo,2025-12-19,0,0,9,3,2,1,21,8,0,3
Dog,Poodle,Black,Bronx Zoo,2025-12-19,Cat,British Shorthair,Orange,Brooklyn Bridge,2025-12-29,0,2,18,0,0,1,3,5,1,10
Bird,Lovebird,Gray,Bronx Zoo,2025-12-28,Bird,Finch,Black,Central Park,2026-01-03,0,0,13,3,0,0,9,0,2,6
Bird,Macaw,Golden,Bronx Zoo,2025-12-08,Cat,Persian,Spotted,Riverside Park,2025-12-15,0,0,14,2,0,1,17,6,5,7
Dog,Rottweiler,Golden,Manhattan,2025-12-08,Dog,Bulldog,Orange,Queens Plaza,2025-12-08,0,2,20,2,3,2,5,5,4,0
Bird,Canary,Striped,Riverside Park,2025-12-07,Bird,Canary,Striped,Riverside Park,2025-12-08,1,0,6,7,5,0,6,7,5,1
Cat,Russian Blue,Spotted,Manhattan,2025-12-03,Cat,Russian Blue,Spotted,Manhattan,2025-12-09,1,1,21,6,3,1,21,6,3,6
Dog,Poodle,Spotted,Queens Plaza,2025-12-18,Dog,Poodle,Brown,Times Square,2025-12-21,1,2,18,6,4,2,18,1,7,3
Cat,British Shorthair,Spotted,Queens Plaza,2025-12-16,Bird,Canary,Orange,Brooklyn Bridge,2025-12-21,0,1,3,6,4,0,6,5,1,5
Bird,Budgie,Spotted,Riverside Park,2025-12-04,Cat,Ragdoll,Black,Brooklyn Bridge,2025-12-08,0,0,4,6,5,1,19,0,1,4
Dog,Poodle,Orange,Central Park,2025-12-14,Dog,Poodle,Orange,Riverside Park,2025-12-24,1,2,18,5,2,2,18,5,5,10
Bird,Parrot,Orange,Central Park,2025-12-23,Bird,Cockatiel,Striped,Bronx Zoo,2025-12-24,0,0,16,5,2,0,7,7,0,1
Cat,Persian,Mixed,Riverside Park,2025-12-20,Dog,Yorkshire Terrier,Mixed,Riverside Park,2025-12-21,0,1,17,4,5,2,23,4,5,1
Dog,Rottweiler,White,Central Park,2025-12-19,Dog,Poodle,White,Brooklyn Bridge,2025-12-23,0,2,20,8,2,2,18,8,1,4
Cat,Persian,Striped,Riverside Park,2025-12-11,Cat,Persian,Striped,Manhattan,2025-12-14,1,1,17,7,5,1,17,7,3,3
Cat,Maine Coon,Orange,Bronx Zoo,2025-12-06,Cat,Maine Coon,Gray,Bronx Zoo,2025-12-14,1,1,15,5,0,1,15,3,0,8
Cat,Ragdoll,Gray,Times Square,2025-12-17,Dog,Golden Retriever,Black,Central Park,2025-12-21,0,1,19,3,7,2,11,0,2,4
Dog,Poodle,White,Brooklyn Bridge,2025-12-28,Cat,Bengal,Gray,Queens Plaza,2026-01-05,0,2,18,8,1,1,2,3,4,8
Cat,Siamese,Orange,Manhattan,2025-12-28,Dog,Golden Retriever,Gray,Bronx Zoo,2025-12-29,0,1,22,5,3,2,11,3,0,1
Bird,Conure,White,Manhattan,2025-12-19,Dog,Bulldog,Striped,Times Square,2025-12-23,0,0,8,8,3,2,5,7,7,4
Dog,Labrador,Brown,Queens Plaza,2025-12-21,Dog,Labrador,Spotted,Central Park,2025-12-23,0,2,12,1,4,2,12,6,2,2
Bird,Budgie,Brown,Riverside Park,2025-12-14,Bird,Macaw,Brown,Riverside Park,2025-12-20,1,0,4,1,5,0,14,1,5,6
Bird,Canary,White,Manhattan,2025-12-23,Cat,Persian,Mixed,Central Park,2025-12-28,0,0,6,8,3,1,17,4,2,5
Dog,Bulldog,Black,Brooklyn Bridge,2025-12-26,Dog,Bulldog,Orange,Riverside Park,2025-12-28,1,2,5,0,1,2,5,5,5,2
Bird,Parrot,Golden,Bronx Zoo,2025-12-28,Bird,Finch,Spotted,Staten Island,2026-01-05,0,0,16,2,0,0,9,6,6,8
Cat,British Shorthair,Golden,Bronx Zoo,2025-12-11,Bird,Budgie,Orange,Manhattan,2025-12-19,0,1,3,2,0,0,4,5,3,8
Bird,Cockatiel,Black,Riverside Park,2025-12-25,Bird,Cockatiel,Black,Riverside Park,2026-01-04,1,0,7,0,5,0,7,0,5,10
Dog,Labrador,Brown,Bronx Zoo,2025-12-08,Cat,Persian,Orange,Staten Island,2025-12-10,0,2,12,1,0,1,17,5,6,2
Bird,Budgie,Gray,Central Park,2025-12-15,Bird,Lovebird,Black,Riverside Park,2025-12-19,0,0,4,3,2,0,13,0,5,4
Cat,Ragdoll,Orange,Bronx Zoo,2025-12-02,Cat,Russian Blue,White,Central Park,2025-12-06,0,1,19,5,0,1,21,8,2,4
Bird,Canary,Golden,Bronx Zoo,2025-12-15,Bird,Lovebird,Golden,Bronx Zoo,2025-12-19,1,0,6,2,0,0,13,2,0,4
Bird,Conure,Brown,Staten Island,2025-12-29,Cat,Abyssinian,Orange,Brooklyn Bridge,2026-01-07,0,0,8,1,6,1,0,5,1,9
Dog,Beagle,Gray,Staten Island,2025-12-18,Bird,Budgie,White,Riverside Park,2025-12-27,0,2,1,3,6,0,4,8,5,9
Dog,Beagle,Striped,Queens Plaza,2025-12-20,Bird,Conure,White,Brooklyn Bridge,2025-12-24,0,2,1,7,4,0,8,8,1,4
Bird,Budgie,Brown,Times Square,2025-12-29,Bird,Budgie,Brown,Times Square,2026-01-07,1,0,4,1,7,0,4,1,7,9
Bird,Budgie,Mixed,Times Square,2025-12-17,Bird,Macaw,Brown,Bronx Zoo,2025-12-22,0,0,4,4,7,0,14,1,0,5
Bird,Canary,Mixed,Queens Plaza,2025-12-13,Bird,Finch,White,Queens Plaza,2025-12-15,0,0,6,4,4,0,9,8,4,2
Bird,Conure,White,Manhattan,2025-12-24,Cat,British Shorthair,White,Bronx Zoo,2026-01-02,0,0,8,8,3,1,3,8,0,9
Bird,Cockatiel,Orange,Times Square,2025-12-13,Cat,Abyssinian,Black,Brooklyn Bridge,2025-12-19,0,0,7,5,7,1,0,0,1,6
Bird,Macaw,Golden,Staten Island,2025-12-06,Bird,Macaw,Golden,Staten Island,2025-12-14,1,0,14,2,6,0,14,2,6,8
Cat,Ragdoll,Mixed,Central Park,2025-12-09,Bird,Conure,Orange,Riverside Park,2025-12-14,0,1,19,4,2,0,8,5,5,5
Cat,Maine Coon,Golden,Central Park,2025-12-15,Cat,Bengal,Spotted,Riverside Park,2025-12-21,0,1,15,2,2,1,2,6,5,6
Dog,Beagle,Black,Brooklyn Bridge,2025-12-28,Bird,Conure,Orange,Central Park,2026-01-03,0,2,1,0,1,0,8,5,2,6
Dog,German Shepherd,Orange,Riverside Park,2025-12-24,Dog,German Shepherd,Spotted,Staten Island,2025-12-27,0,2,10,5,5,2,10,6,6,3
Dog,Golden Retriever,Striped,Bronx Zoo,2025-12-13,Dog,Golden Retriever,Striped,Bronx Zoo,2025-12-17,1,2,11,7,0,2,11,7,0,4
Bird,Finch,Brown,Times Square,2025-12-22,Bird,Finch,Brown,Times Square,2025-12-29,1,0,9,1,7,0,9,1,7,7
Dog,Bulldog,Orange,Brooklyn Bridge,2025-12-14,Bird,Cockatiel,White,Staten Island,2025-12-24,0,2,5,5,1,0,7,8,6,10
Bird,Canary,Orange,Riverside Park,2025-12-14,Bird,Conure,Orange,Riverside Park,2025-12-21,1,0,6,5,5,0,8,5,5,7
Dog,Golden Retriever,Spotted,Riverside Park,2025-12-30,Dog,Golden Retriever,Spotted,Riverside Park,2026-01-08,1,2,11,6,5,2,11,6,5,9
Cat,Ragdoll,White,Queens Plaza,2025-12-23,Cat,Ragdoll,White,Queens Plaza,2025-12-23,1,1,19,8,4,1,19,8,4,0
Bird,Canary,Striped,Bronx Zoo,2025-12-24,Bird,Parrot,Orange,Bronx Zoo,2026-01-02,0,0,6,7,0,0,16,5,0,9
Cat,Siamese,Gray,Riverside Park,2025-12-12,Cat,Persian,Orange,Riverside Park,2025-12-15,0,1,22,3,5,1,17,5,5,3
Cat,Persian,Striped,Manhattan,2025-12-06,Bird,Conure,Gray,Times Square,2025-12-10,0,1,17,7,3,0,8,3,7,4
Cat,British Shorthair,Gray,Brooklyn Bridge,2025-12-15,Cat,Bengal,Golden,Queens Plaza,2025-12-24,0,1,3,3,1,1,2,2,4,9
Dog,Beagle,Orange,Riverside Park,2025-12-27,Dog,Labrador,Orange,Riverside Park,2025-12-31,1,2,1,5,5,2,12,5,5,4
Dog,Bulldog,Orange,Central Park,2025-12-31,Bird,Parrot,Black,Riverside Park,2026-01-03,0,2,5,5,2,0,16,0,5,3
Cat,Maine Coon,Spotted,Riverside Park,2025-12-29,Bird,Parrot,Mixed,Manhattan,2026-01-02,0,1,15,6,5,0,16,4,3,4
Dog,German Shepherd,White,Times Square,2025-12-02,Dog,Beagle,White,Queens Plaza,2025-12-12,0,2,10,8,7,2,1,8,4,10
Dog,Rottweiler,White,Bronx Zoo,2025-12-24,Bird,Parrot,White,Riverside Park,2026-01-01,0,2,20,8,0,0,16,8,5,8
Cat,Abyssinian,Golden,Queens Plaza,2025-12-21,Dog,Labrador,Golden,Queens Plaza,2025-12-28,0,1,0,2,4,2,12,2,4,7
Bird,Macaw,Orange,Brooklyn Bridge,2025-12-18,Cat,Persian,Black,Brooklyn Bridge,2025-12-22,0,0,14,5,1,1,17,0,1,4
Bird,Macaw,White,Bronx Zoo,2025-12-29,Dog,Yorkshire Terrier,Brown,Bronx Zoo,2026-01-07,0,0,14,8,0,2,23,1,0,9
Dog,Yorkshire Terrier,White,Times Square,2025-12-26,Bird,Parrot,Spotted,Manhattan,2026-01-02,0,2,23,8,7,0,16,6,3,7
Cat,Ragdoll,White,Queens Plaza,2025-12-30,Cat,Ragdoll,White,Queens Plaza,2026-01-06,1,1,19,8,4,1,19,8,4,7
Dog,Rottweiler,White,Queens Plaza,2025-12-03,Cat,British Shorthair,Mixed,Times Square,2025-12-05,0,2,20,8,4,1,3,4,7,2
Bird,Finch,Spotted,Bronx Zoo,2025-12-06,Bird,Cockatiel,Black,Brooklyn Bridge,2025-12-08,0,0,9,6,0,0,7,0,1,2
Bird,Lovebird,Gray,Bronx Zoo,2025-12-29,Dog,Labrador,White,Brooklyn Bridge,2026-01-08,0,0,13,3,0,2,12,8,1,10
Bird,Cockatiel,Brown,Central Park,2025-12-02,Bird,Cockatiel,Brown,Queens Plaza,2025-12-12,1,0,7,1,2,0,7,1,4,10
Cat,Bengal,White,Queens Plaza,2025-12-29,Bird,Lovebird,Black,Bronx Zoo,2026-01-03,0,1,2,8,4,0,13,0,0,5
Dog,Rottweiler,White,Brooklyn Bridge,2025-12-17,Bird,Finch,Gray,Bronx Zoo,2025-12-22,0,2,20,8,1,0,9,3,0,5
Dog,Poodle,White,Riverside Park,2025-12-08,Dog,Labrador,Striped,Queens Plaza,2025-12-11,0,2,18,8,5,2,12,7,4,3
Dog,Bulldog,Mixed,Queens Plaza,2025-12-16,Dog,Bulldog,Mixed,Queens Plaza,2025-12-23,1,2,5,4,4,2,5,4,4,7
Bird,Conure,White,Central Park,2025-12-23,Bird,Conure,White,Central Park,2025-12-24,1,0,8,8,2,0,8,8,2,1
Cat,Persian,Striped,Times Square,2025-12-18,Bird,Cockatiel,Spotted,Times Square,2025-12-28,0,1,17,7,7,0,7,6,7,10
Bird,Lovebird,Spotted,Bronx Zoo,2025-12-12,Cat,Siamese,Spotted,Brooklyn Bridge,2025-12-19,0,0,13,6,0,1,22,6,1,7
Dog,Bulldog,Spotted,Bronx Zoo,2025-12-03,Bird,Canary,Brown,Brooklyn Bridge,2025-12-11,0,2,5,6,0,0,6,1,1,8
Bird,Canary,Mixed,Central Park,2025-12-31,Bird,Canary,Mixed,Times Square,2026-01-05,1,0,6,4,2,0,6,4,7,5
Dog,Labrador,Golden,Central Park,2025-12-22,Dog,Beagle,Golden,Central Park,2025-12-25,1,2,12,2,2,2,1,2,2,3
Dog,Labrador,Orange,Central Park,2025-12-30,Cat,Abyssinian,Brown,Manhattan,2026-01-01,0,2,12,5,2,1,0,1,3,2
Bird,Canary,Orange,Bronx Zoo,2025-12-23,Dog,Rottweiler,Orange,Times Square,2025-12-24,0,0,6,5,0,2,20,5,7,1
Bird,Macaw,Striped,Brooklyn Bridge,2025-12-12,Bird,Lovebird,Spotted,Queens Plaza,2025-12-18,0,0,14,7,1,0,13,6,4,6
Dog,German Shepherd,Golden,Times Square,2025-12-28,Cat,Abyssinian,Black,Staten Island,2026-01-05,0,2,10,2,7,1,0,0,6,8
Dog,Poodle,Striped,Times Square,2025-12-03,Dog,German Shepherd,Black,Staten Island,2025-12-13,0,2,18,7,7,2,10,0,6,10
Dog,Beagle,Mixed,Riverside Park,2025-12-27,Cat,Persian,Golden,Manhattan,2026-01-01,0,2,1,4,5,1,17,2,3,5
Bird,Parrot,Striped,Central Park,2025-12-07,Cat,Siamese,Gray,Staten Island,2025-12-11,0,0,16,7,2,1,22,3,6,4
Bird,Cockatiel,Spotted,Bronx Zoo,2025-12-03,Dog,Yorkshire Terrier,Golden,Brooklyn Bridge,2025-12-03,0,0,7,6,0,2,23,2,1,0
Bird,Lovebird,Black,Queens Plaza,2025-12-11,Cat,Siamese,Orange,Bronx Zoo,2025-12-11,0,0,13,0,4,1,22,5,0,0
Bird,Lovebird,Golden,Central Park,2025-12-03,Bird,Lovebird,Golden,Riverside Park,2025-12-05,1,0,13,2,2,0,13,2,5,2
Cat,Russian Blue,Brown,Riverside Park,2025-12-15,Bird,Budgie,Mixed,Manhattan,2025-12-25,0,1,21,1,5,0,4,4,3,10
Dog,Beagle,Black,Times Square,2025-12-23,Dog,Beagle,Black,Times Square,2026-01-01,1,2,1,0,7,2,1,0,7,9
Cat,Persian,Striped,Manhattan,2025-12-04,Dog,Bulldog,Orange,Central Park,2025-12-11,0,1,17,7,3,2,5,5,2,7
Dog,German Shepherd,Gray,Staten Island,2025-12-06,Dog,Beagle,Mixed,Bronx Zoo,2025-12-07,0,2,10,3,6,2,1,4,0,1
Bird,Parrot,Black,Central Park,2025-12-06,Dog,Golden Retriever,White,Manhattan,2025-12-06,0,0,16,0,2,2,11,8,3,0
Cat,Ragdoll,Golden,Brooklyn Bridge,2025-12-03,Cat,Ragdoll,Golden,Brooklyn Bridge,2025-12-06,1,1,19,2,1,1,19,2,1,3
Bird,Conure,Golden,Staten Island,2025-12-03,Bird,Conure,Golden,Staten Island,2025-12-09,1,0,8,2,6,0,8,2,6,6
Dog,Rottweiler,Spotted,Bronx Zoo,2025-12-05,Cat,Bengal,Orange,Staten Island,2025-12-15,0,2,20,6,0,1,2,5,6,10
Bird,Cockatiel,Golden,Manhattan,2025-12-11,Bird,Budgie,Golden,Manhattan,2025-12-17,1,0,7,2,3,0,4,2,3,6
Bird,Lovebird,Orange,Riverside Park,2025-12-31,Cat,Abyssinian,Gray,Staten Island,2026-01-08,0,0,13,5,5,1,0,3,6,8
Cat,Ragdoll,Spotted,Staten Island,2025-12-13,Bird,Finch,Spotted,Manhattan,2025-12-14,0,1,19,6,6,0,9,6,3,1
Bird,Cockatiel,Brown,Bronx Zoo,2025-12-23,Dog,German Shepherd,Brown,Queens Plaza,2025-12-25,0,0,7,1,0,2,10,1,4,2
Bird,Parrot,Mixed,Central Park,2025-12-06,Bird,Lovebird,White,Brooklyn Bridge,2025-12-12,0,0,16,4,2,0,13,8,1,6
